აბატი	ɑbɑtʼɪ	ɑbɑtʼi
ოსცილოგრაფი	ɔstsɪlɔɡrɑpʰɪ	ɔstsilɔɡrɑpʰi
ოტომანი	ɔtʼɔmɑnɪ	ɔtʼɔmɑni
ოფისი	ɔpʰɪsɪ	ɔpʰisi
ოფიცერი	ɔpʰɪtsɛrɪ	ɔpʰitsɛri
ოფიციალურად	ɔpʰɪtsɪɑlurɑd	ɔpʰitsiɑlurɑd
ოფიციანტი	ɔpʰɪtsɪɑntʼɪ	ɔpʰitsiɑntʼi
ოფლიანი	ɔpʰlɪɑnɪ	ɔpʰliɑni
ოფსეტი	ɔpʰsɛtʼɪ	ɔpʰsɛtʼi
ოქროვანი	ɔkʰrɔvɑnɪ	ɔkʰrɔvɑni
ოქროთი	ɔkʰrɔtʰɪ	ɔkʰrɔtʰi
ოქსფორდი	ɔkʰspʰɔrdɪ	ɔkʰspʰɔrdi
ოქტეტი	ɔkʰtʼɛtʼɪ	ɔkʰtʼɛtʼi
ოციოდე	ɔtsɪɔdɛ	ɔtsiɔdɛ
ოხვრა	ɔχvrɑ	ɔxvrɑ
ოხრახუში	ɔχrɑχuʃɪ	ɔxrɑxuʃi
ოჯახიშვილი	ɔdʒɑχɪʃvɪlɪ	ɔdʒɑxiʃvili
ოჯახური	ɔdʒɑχurɪ	ɔdʒɑxuri
ოჯახში	ɔdʒɑχʃɪ	ɔdʒɑxʃi
პაემანი	pʼɑɛmɑnɪ	pʼɑɛmɑni
პავილიონი	pʼɑvɪlɪɔnɪ	pʼɑviliɔni
პათეტიკურად	pʼɑtʰɛtʰɪkʼurɑd	pʼɑtʰɛtʰikʼurɑd
პათეტიკური	pʼɑtʰɛtʼɪkʼurɪ	pʼɑtʰɛtʼikʼuri
პათოლოგია	pʼɑtʰɔlɔɡɪɑ	pʼɑtʰɔlɔɡiɑ
პათოლოგიურად	pʼɑtʰɔlɔɡɪurɑd	pʼɑtʰɔlɔɡiurɑd
პათოსი	pʼɑtʰɔsɪ	pʼɑtʰɔsi
პალანტინი	pʼɑlɑntʼɪnɪ	pʼɑlɑntʼini
პალატალური	pʼɑlɑtʼɑlurɪ	pʼɑlɑtʼɑluri
პალეოლითური	pʼɑlɛɔlɪtʰurɪ	pʼɑlɛɔlitʰuri
პალეონტოლოგი	pʼɑlɛɔntʼɔlɔɡɪ	pʼɑlɛɔntʼɔlɔɡi
პალესტინელი	pʼɑlɛstʼɪnɛlɪ	pʼɑlɛstʼinɛli
პალესტინური	pʼɑlɛstʼɪnurɪ	pʼɑlɛstʼinuri
პალიმფსესტი	pʼɑlɪmpʰsɛstʼɪ	pʼɑlimpʰsɛstʼi
პალინდრომი	pʼɑlɪndrɔmɪ	pʼɑlindrɔmi
პალიტრა	pʼɑlɪtʼrɑ	pʼɑlitʼrɑ
პამფლეტი	pʼɑmpʰlɛtʼɪ	pʼɑmpʰlɛtʼi
პანარიციუმი	pʼɑnɑrɪtsɪumɪ	pʼɑnɑritsiumi
პანდემია	pʼɑndɛmɪɑ	pʼɑndɛmiɑ
პანეგირიკი	pʼɑnɛɡɪrɪkʼɪ	pʼɑnɛɡirikʼi
პანელი	pʼɑnɛlɪ	pʼɑnɛli
პანთეიზმი	pʼɑntʰɛɪzmɪ	pʼɑntʰɛizmi
პანთეისტი	pʼɑntʰɛɪstʼɪ	pʼɑntʰɛistʼi
პანთეისტური	pʼɑntʰɛɪstʼurɪ	pʼɑntʰɛistʼuri
პანთეონი	pʼɑntʰɛɔnɪ	pʼɑntʰɛɔni
პანიკა	pʼɑnɪkʼɑ	pʼɑnikʼɑ
პანიკიორი	pʼɑnɪkʼɪɔrɪ	pʼɑnikʼiɔri
პანიკური	pʼɑnɪkʼurɪ	pʼɑnikʼuri
პანორამული	pʼɑnɔrɑmulɪ	pʼɑnɔrɑmuli
პანსიონი	pʼɑnsɪɔnɪ	pʼɑnsiɔni
პანტოგრაფი	pʼɑntʼɔɡrɑpʰɪ	pʼɑntʼɔɡrɑpʰi
პანტომიმა	pʼɑntʼɔmɪmɑ	pʼɑntʼɔmimɑ
პაპიემაშე	pʼɑpʼɪɛmɑʃɛ	pʼɑpʼiɛmɑʃɛ
პაპიზმი	pʼɑpʼɪzmɪ	pʼɑpʼizmi
პაპიროსი	pʼɑpʼɪrɔsɪ	pʼɑpʼirɔsi
პაპირუსი	pʼɑpʼɪrusɪ	pʼɑpʼirusi
პაპისტი	pʼɑpʼɪstʼɪ	pʼɑpʼistʼi
პაპისტურად	pʼɑpʼɪstʼurɑd	pʼɑpʼistʼurɑd
პაჟი	pʼɑʒɪ	pʼɑʒi
პარაბოლური	pʼɑrɑbɔlurɪ	pʼɑrɑbɔluri
პარადიგმა	pʼɑrɑdɪɡmɑ	pʼɑrɑdiɡmɑ
პარადოქსი	pʼɑrɑdɔkʰsɪ	pʼɑrɑdɔkʰsi
პარადოქსული	pʼɑrɑdɔkʰsulɪ	pʼɑrɑdɔkʰsuli
პარაზიტი	pʼɑrɑzɪtʼɪ	pʼɑrɑzitʼi
პარაზიტული	pʼɑrɑzɪtʼulɪ	pʼɑrɑzitʼuli
პარალელი	pʼɑrɑlɛlɪ	pʼɑrɑlɛli
პარალელიზმი	pʼɑrɑlɛlɪzmɪ	pʼɑrɑlɛlizmi
პარამეტრი	pʼɑrɑmɛtʼrɪ	pʼɑrɑmɛtʼri
პარანოია	pʼɑrɑnɔɪɑ	pʼɑrɑnɔiɑ
პარანოიდული	pʼɑrɑnɔɪdulɪ	pʼɑrɑnɔiduli
პარანოიკი	pʼɑrɑnɔɪkʼɪ	pʼɑrɑnɔikʼi
პარაპეტი	pʼɑrɑpʼɛtʼɪ	pʼɑrɑpʼɛtʼi
პარატიფი	pʼɑrɑtʼɪpʰɪ	pʼɑrɑtʼipʰi
პარაფინი	pʼɑrɑpʰɪnɪ	pʼɑrɑpʰini
პარაშუტი	pʼɑrɑʃutʼɪ	pʼɑrɑʃutʼi
პარაშუტისტი	pʼɑrɑʃutʼɪstʼɪ	pʼɑrɑʃutʼistʼi
პარიზული	pʼɑrɪzulɪ	pʼɑrizuli
პარიკი	pʼɑrɪkʼɪ	pʼɑrikʼi
პარკეტი	pʼɑrkʼɛtʼɪ	pʼɑrkʼɛtʼi
პარკი	pʼɑrkʼɪ	pʼɑrkʼi
პარკუჭი	pʼɑrkʼutʃʼɪ	pʼɑrkʼutʃʼi
პარლამენტარი	pʼɑrlɑmɛntʼɑrɪ	pʼɑrlɑmɛntʼɑri
პარლამენტი	pʼɑrlɑmɛntʼɪ	pʼɑrlɑmɛntʼi
პარმეზანი	pʼɑrmɛzɑnɪ	pʼɑrmɛzɑni
პაროდია	pʼɑrɔdɪɑ	pʼɑrɔdiɑ
პაროდისტი	pʼɑrɔdɪstʼɪ	pʼɑrɔdistʼi
პაროლი	pʼɑrɔlɪ	pʼɑrɔli
პაროქსიზმი	pʼɑrɔkʰsɪzmɪ	pʼɑrɔkʰsizmi
პარტერი	pʼɑrtʼɛrɪ	pʼɑrtʼɛri
პარტია	pʼɑrtʼɪɑ	pʼɑrtʼiɑ
პარტიად	pʼɑrtʼɪɑd	pʼɑrtʼiɑd
პარტიამ	pʼɑrtʼɪɑm	pʼɑrtʼiɑm
პარტიას	pʼɑrtʼɪɑs	pʼɑrtʼiɑs
პარტიზანი	pʼɑrtʼɪzɑnɪ	pʼɑrtʼizɑni
პარტიზანული	pʼɑrtʼɪzɑnulɪ	pʼɑrtʼizɑnuli
პარტიით	pʼɑrtʼɪɪtʰ	pʼɑrtʼiitʰ
პარტიის	pʼɑrtʼɪɪs	pʼɑrtʼiis
პარფიუმერი	pʼɑrpʰɪumɛrɪ	pʼɑrpʰiumɛri
პასაჟი	pʼɑsɑʒɪ	pʼɑsɑʒi
პასატი	pʼɑsɑtʼɪ	pʼɑsɑtʼi
პასიურად	pʼɑsɪurɑd	pʼɑsiurɑd
პასიფლორა	pʼɑsɪpʰlɔrɑ	pʼɑsipʰlɔrɑ
პასკვილი	pʼɑskʼvɪlɪ	pʼɑskʼvili
პასტელი	pʼɑstʼɛlɪ	pʼɑstʼɛli
პასტერიზაცია	pʼɑstʼɛrɪzɑtsɪɑ	pʼɑstʼɛrizɑtsiɑ
პასტორალი	pʼɑstʼɔrɑlɪ	pʼɑstʼɔrɑli
პასტორალური	pʼɑstʼɔrɑlurɪ	pʼɑstʼɔrɑluri
პასტორი	pʼɑstʼɔrɪ	pʼɑstʼɔri
პასუხისმგებლობით	pʼɑsuχɪsmɡɛblɔbɪtʰ	pʼɑsuxismɡɛblɔbitʰ
პატივისცემა	pʼɑtʼɪvɪstsɛmɑ	pʼɑtʼivistsɛmɑ
პატივისცემით	pʼɑtʼɪvɪstsɛmɪtʰ	pʼɑtʼivistsɛmitʰ
პატივმოყვრულად	pʼɑtʼɪvmɔqʼvrulɑd	pʼɑtʼivmɔqʼvrulɑd
პატივსაცემად	pʼɑtʼɪvsɑtsɛmɑd	pʼɑtʼivsɑtsɛmɑd
პატივსაცემი	pʼɑtʼɪvsɑtsɛmɪ	pʼɑtʼivsɑtsɛmi
პატივცემული	pʼɑtʼɪvtsɛmulɪ	pʼɑtʼivtsɛmuli
პატიმარი	pʼɑtʼɪmɑrɪ	pʼɑtʼimɑri
პატიმრობა	pʼɑtʼɪmrɔbɑ	pʼɑtʼimrɔbɑ
პატიოსნად	pʼɑtʼɪɔsnɑd	pʼɑtʼiɔsnɑd
პატიოსნება	pʼɑtʼɪɔsnɛbɑ	pʼɑtʼiɔsnɛbɑ
პატრიარქატი	pʼɑtʼrɪɑrkʰɑtʼɪ	pʼɑtʼriɑrkʰɑtʼi
პატრიკი	pʼɑtʼrɪkʼɪ	pʼɑtʼrikʼi
პატრიოტი	pʼɑtʼrɪɔtʼɪ	pʼɑtʼriɔtʼi
პატრიოტიზმი	pʼɑtʼrɪɔtʼɪzmɪ	pʼɑtʼriɔtʼizmi
პატრიოტულად	pʼɑtʼrɪɔtʼulɑd	pʼɑtʼriɔtʼulɑd
პატრიოტული	pʼɑtʼrɪɔtʼulɪ	pʼɑtʼriɔtʼuli
პატრიცია	pʼɑtʼrɪtsɪɑ	pʼɑtʼritsiɑ
პატრონტაში	pʼɑtʼrɔntʼɑʃɪ	pʼɑtʼrɔntʼɑʃi
პატრული	pʼɑtʼrulɪ	pʼɑtʼruli
პაული	pʼɑulɪ	pʼɑuli
პაქტი	pʼɑkʰtʼɪ	pʼɑkʰtʼi
პაშტეტი	pʼɑʃtʼɛtʼɪ	pʼɑʃtʼɛtʼi
პაჩული	pʼɑtʃulɪ	pʼɑtʃuli
პაციენტი	pʼɑtsɪɛntʼɪ	pʼɑtsiɛntʼi
პაციფიზმი	pʼɑtsɪpʰɪzmɪ	pʼɑtsipʰizmi
პაციფისტი	pʼɑtsɪpʰɪstʼɪ	pʼɑtsipʰistʼi
პაწაწინა	pʼɑtsʼɑtsʼɪnɑ	pʼɑtsʼɑtsʼinɑ
პახმელია	pʼɑχmɛlɪɑ	pʼɑxmɛliɑ
პედაგოგი	pʼɛdɑɡɔɡɪ	pʼɛdɑɡɔɡi
პედაგოგიკა	pʼɛdɑɡɔɡɪkʼɑ	pʼɛdɑɡɔɡikʼɑ
პედალი	pʼɛdɑlɪ	pʼɛdɑli
პედანტი	pʼɛdɑntʼɪ	pʼɛdɑntʼi
პედანტიზმი	pʼɛdɑntʼɪzmɪ	pʼɛdɑntʼizmi
პედერასტი	pʼɛdɛrɑstʼɪ	pʼɛdɛrɑstʼi
პეიზაჟი	pʼɛɪzɑʒɪ	pʼɛizɑʒi
პენი	pʼɛnɪ	pʼɛni
პენიცილინი	pʼɛnɪtsɪlɪnɪ	pʼɛnitsilini
პენსი	pʼɛnsɪ	pʼɛnsi
პენსიონერი	pʼɛnsɪɔnɛrɪ	pʼɛnsiɔnɛri
პერი	pʼɛrɪ	pʼɛri
პერიმეტრი	pʼɛrɪmɛtʼrɪ	pʼɛrimɛtʼri
პერიოდად	pʼɛrɪɔdɑd	pʼɛriɔdɑd
პერიოდი	pʼɛrɪɔdɪ	pʼɛriɔdi
პერიოდით	pʼɛrɪɔdɪtʰ	pʼɛriɔditʰ
პერიოდის	pʼɛrɪɔdɪs	pʼɛriɔdis
პერიოდმა	pʼɛrɪɔdmɑ	pʼɛriɔdmɑ
პერიოდს	pʼɛrɪɔds	pʼɛriɔds
პერიოდულად	pʼɛrɪɔdulɑd	pʼɛriɔdulɑd
პერისკოპი	pʼɛrɪskʼɔpʼɪ	pʼɛriskʼɔpʼi
პერიტონიტი	pʼɛrɪtʼɔnɪtʼɪ	pʼɛritʼɔnitʼi
პერიფერია	pʼɛrɪpʰɛrɪɑ	pʼɛripʰɛriɑ
პერიფერიული	pʼɛrɪpʰɛrɪulɪ	pʼɛripʰɛriuli
პერიფრაზა	pʼɛrɪpʰrɑzɑ	pʼɛripʰrɑzɑ
პერმანგანატი	pʼɛrmɑnɡɑnɑtʼɪ	pʼɛrmɑnɡɑnɑtʼi
პერმანენტი	pʼɛrmɑnɛntʼɪ	pʼɛrmɑnɛntʼi
პერპენდიკულარულად	pʼɛrpʼɛndɪkʼulɑrulɑd	pʼɛrpʼɛndikʼulɑrulɑd
პერსონალი	pʼɛrsɔnɑlɪ	pʼɛrsɔnɑli
პერსპექტივა	pʼɛrspʼɛkʰtʼɪvɑ	pʼɛrspʼɛkʰtʼivɑ
პერუჯი	pʼɛrudʒɪ	pʼɛrudʒi
პესიმიზმი	pʼɛsɪmɪzmɪ	pʼɛsimizmi
პესიმისტურად	pʼɛsɪmɪstʼurɑd	pʼɛsimistʼurɑd
პესიმისტური	pʼɛsɪmɪstʼurɪ	pʼɛsimistʼuri
პესტიციდი	pʼɛstʼɪtsɪdɪ	pʼɛstʼitsidi
პეტერბურგი	pʼɛtʼɛrburɡɪ	pʼɛtʼɛrburɡi
პეტიცია	pʼɛtʼɪtsɪɑ	pʼɛtʼitsiɑ
პეტროლოგია	pʼɛtʼrɔlɔɡɪɑ	pʼɛtʼrɔlɔɡiɑ
პეტუნია	pʼɛtʼunɪɑ	pʼɛtʼuniɑ
პექტინი	pʼɛkʰtʼɪnɪ	pʼɛkʰtʼini
პეწი	pʼɛtsʼɪ	pʼɛtsʼi
პიანისტი	pʼɪɑnɪstʼɪ	pʼiɑnistʼi
პიარი	pʼɪɑrɪ	pʼiɑri
პიასტრი	pʼɪɑstʼrɪ	pʼiɑstʼri
პიგმენტაცია	pʼɪɡmɛntʼɑtsɪɑ	pʼiɡmɛntʼɑtsiɑ
პიგმენტი	pʼɪɡmɛntʼɪ	pʼiɡmɛntʼi
პიერო	pʼɪɛrɔ	pʼiɛrɔ
პიზა	pʼɪzɑ	pʼizɑ
პითონი	pʼɪtʰɔnɪ	pʼitʰɔni
პიკანტურად	pʼɪkʼɑntʼurɑd	pʼikʼɑntʼurɑd
პიკეტი	pʼɪkʼɛtʼɪ	pʼikʼɛtʼi
პიკი	pʼɪkʼɪ	pʼikʼi
პიკნიკი	pʼɪkʼnɪkʼɪ	pʼikʼnikʼi
პიკოლო	pʼɪkʼɔlɔ	pʼikʼɔlɔ
პილასტრი	pʼɪlɑstʼrɪ	pʼilɑstʼri
პილონი	pʼɪlɔnɪ	pʼilɔni
პილოტი	pʼɪlɔtʼɪ	pʼilɔtʼi
პილოტური	pʼɪlɔtʼurɪ	pʼilɔtʼuri
პილპილიანი	pʼɪlpʼɪlɪɑnɪ	pʼilpʼiliɑni
პინგვინი	pʼɪnɡvɪnɪ	pʼinɡvini
პიონერი	pʼɪɔnɛrɪ	pʼiɔnɛri
პიპეტი	pʼɪpʼɛtʼɪ	pʼipʼɛtʼi
პიჟამო	pʼɪʒɑmɔ	pʼiʒɑmɔ
პიჟონი	pʼɪʒɔnɪ	pʼiʒɔni
პირად	pʼɪrɑd	pʼirɑd
პირატი	pʼɪrɑtʼɪ	pʼirɑtʼi
პირდაპირ	pʼɪrdɑpʼɪr	pʼirdɑpʼir
პირდაპირად	pʼɪrdɑpʼɪrɑd	pʼirdɑpʼirɑd
პირდაღებული	pʼɪrdɑʁɛbulɪ	pʼirdɑɣɛbuli
პირველდაწყებითად	pʼɪrvɛldɑtsʼqʼɛbɪtʰɑd	pʼirvɛldɑtsʼqʼɛbitʰɑd
პირველყოფილი	pʼɪrvɛlqʼɔpʰɪlɪ	pʼirvɛlqʼɔpʰili
პირველშობილი	pʼɪrvɛlʃɔbɪlɪ	pʼirvɛlʃɔbili
პირით	pʼɪrɪtʰ	pʼiritʰ
პირის	pʼɪrɪs	pʼiris
პირისპირ	pʼɪrɪspʼɪr	pʼirispʼir
პირიტი	pʼɪrɪtʼɪ	pʼiritʼi
პირიქით	pʼɪrɪkʰɪtʰ	pʼirikʰitʰ
პირმა	pʼɪrmɑ	pʼirmɑ
პირმოთნედ	pʼɪrmɔtʰnɛd	pʼirmɔtʰnɛd
პირმოთნეობა	pʼɪrmɔtʰnɛɔbɑ	pʼirmɔtʰnɛɔbɑ
პირმრგვალი	pʼɪrmrɡvɑlɪ	pʼirmrɡvɑli
პირმშოები	pʼɪrmʃɔɛbɪ	pʼirmʃɔɛbi
პირობითად	pʼɪrɔbɪtʰɑd	pʼirɔbitʰɑd
პიროვნებად	pʼɪrɔvnɛbɑd	pʼirɔvnɛbɑd
პიროვნებამ	pʼɪrɔvnɛbɑm	pʼirɔvnɛbɑm
პიროვნებას	pʼɪrɔvnɛbɑs	pʼirɔvnɛbɑs
პიროვნებით	pʼɪrɔvnɛbɪtʰ	pʼirɔvnɛbitʰ
პიროვნების	pʼɪrɔvnɛbɪs	pʼirɔvnɛbis
პიროტექნიკა	pʼɪrɔtʼɛkʰnɪkʼɑ	pʼirɔtʼɛkʰnikʼɑ
პიროქსილინი	pʼɪrɔkʰsɪlɪnɪ	pʼirɔkʰsilini
პირს	pʼɪrs	pʼirs
პირსაბანი	pʼɪrsɑbɑnɪ	pʼirsɑbɑni
პირუეტი	pʼɪruɛtʼɪ	pʼiruɛtʼi
პირუთვნელად	pʼɪrutʰvnɛlɑd	pʼirutʰvnɛlɑd
პირუთვნელი	pʼɪrutʰvnɛlɪ	pʼirutʰvnɛli
პირუტყვულად	pʼɪrutʼqʼvulɑd	pʼirutʼqʼvulɑd
პირუტყვული	pʼɪrutʼqʼvulɪ	pʼirutʼqʼvuli
პირფერი	pʼɪrpʰɛrɪ	pʼirpʰɛri
პირფერობა	pʼɪrpʰɛrɔbɑ	pʼirpʰɛrɔbɑ
პირფერულად	pʼɪrpʰɛrulɑd	pʼirpʰɛrulɑd
პირქარი	pʼɪrkʰɑrɪ	pʼirkʰɑri
პირქუშად	pʼɪrkʰuʃɑd	pʼirkʰuʃɑd
პირქუში	pʼɪrkʰuʃɪ	pʼirkʰuʃi
პირქუშობა	pʼɪrkʰuʃɔbɑ	pʼirkʰuʃɔbɑ
პირშუშხა	pʼɪrʃuʃχɑ	pʼirʃuʃxɑ
პიტერი	pʼɪtʼɛrɪ	pʼitʼɛri
პიტი	pʼɪtʼɪ	pʼitʼi
პიურე	pʼɪurɛ	pʼiurɛ
პიცა	pʼɪtsɑ	pʼitsɑ
პიჯაკი	pʼɪdʒɑkʼɪ	pʼidʒɑkʼi
პლაკატი	pʼlɑkʼɑtʼɪ	pʼlɑkʼɑtʼi
პლანერი	pʼlɑnɛrɪ	pʼlɑnɛri
პლანეტარიუმი	pʼlɑnɛtʼɑrɪumɪ	pʼlɑnɛtʼɑriumi
პლანეტარული	pʼlɑnɛtʼɑrulɪ	pʼlɑnɛtʼɑruli
პლანტატორი	pʼlɑntʼɑtʼɔrɪ	pʼlɑntʼɑtʼɔri
პლანტაცია	pʼlɑntʼɑtsɪɑ	pʼlɑntʼɑtsiɑ
პლანშეტი	pʼlɑnʃɛtʼɪ	pʼlɑnʃɛtʼi
პლასტიკურობა	pʼlɑstʼɪkʼurɔbɑ	pʼlɑstʼikʼurɔbɑ
პლასტილინი	pʼlɑstʼɪlɪnɪ	pʼlɑstʼilini
პლატონური	pʼlɑtʼɔnurɪ	pʼlɑtʼɔnuri
პლაცდარმი	pʼlɑtsdɑrmɪ	pʼlɑtsdɑrmi
პლებეური	pʼlɛbɛurɪ	pʼlɛbɛuri
პლებისციტი	pʼlɛbɪstsɪtʼɪ	pʼlɛbistsitʼi
პლედი	pʼlɛdɪ	pʼlɛdi
პლევრიტი	pʼlɛvrɪtʼɪ	pʼlɛvritʼi
პლენარული	pʼlɛnɑrulɪ	pʼlɛnɑruli
პლეონაზმი	pʼlɛɔnɑzmɪ	pʼlɛɔnɑzmi
პლინთუსი	pʼlɪntʰusɪ	pʼlintʰusi
პლომბი	pʼlɔmbɪ	pʼlɔmbi
პლურალიზმი	pʼlurɑlɪzmɪ	pʼlurɑlizmi
პლუსი	pʼlusɪ	pʼlusi
პლუტოკრატი	pʼlutʼɔkʼrɑtʼɪ	pʼlutʼɔkʼrɑtʼi
პლუტონიუმი	pʼlutʼɔnɪumɪ	pʼlutʼɔniumi
პლუში	pʼluʃɪ	pʼluʃi
პნევმატური	pʼnɛvmɑtʼurɪ	pʼnɛvmɑtʼuri
პნევმონია	pʼnɛvmɔnɪɑ	pʼnɛvmɔniɑ
პოდიუმი	pʼɔdɪumɪ	pʼɔdiumi
პოეზია	pʼɔɛzɪɑ	pʼɔɛziɑ
პოეტი	pʼɔɛtʼɪ	pʼɔɛtʼi
პოეტური	pʼɔɛtʼurɪ	pʼɔɛtʼuri
პოზიორი	pʼɔzɪɔrɪ	pʼɔziɔri
პოზიტივი	pʼɔzɪtʼɪvɪ	pʼɔzitʼivi
პოზიტივიზმი	pʼɔzɪtʼɪvɪzmɪ	pʼɔzitʼivizmi
პოზიტივისტი	pʼɔzɪtʼɪvɪstʼɪ	pʼɔzitʼivistʼi
პოზიცია	pʼɔzɪtsɪɑ	pʼɔzitsiɑ
პოინტერი	pʼɔɪntʼɛrɪ	pʼɔintʼɛri
პოკერი	pʼɔkʼɛrɪ	pʼɔkʼɛri
პოლარიზაცია	pʼɔlɑrɪzɑtsɪɑ	pʼɔlɑrizɑtsiɑ
პოლაროიდი	pʼɔlɑrɔɪdɪ	pʼɔlɑrɔidi
პოლემიკა	pʼɔlɛmɪkʼɑ	pʼɔlɛmikʼɑ
პოლემიკურად	pʼɔlɛmɪkʼurɑd	pʼɔlɛmikʼurɑd
პოლემიკური	pʼɔlɛmɪkʼurɪ	pʼɔlɛmikʼuri
პოლემისტი	pʼɔlɛmɪstʼɪ	pʼɔlɛmistʼi
პოლიგამია	pʼɔlɪɡɑmɪɑ	pʼɔliɡɑmiɑ
პოლიგლოტი	pʼɔlɪɡlɔtʼɪ	pʼɔliɡlɔtʼi
პოლიგონი	pʼɔlɪɡɔnɪ	pʼɔliɡɔni
პოლითეიზმი	pʼɔlɪtʰɛɪzmɪ	pʼɔlitʰɛizmi
პოლითეისტური	pʼɔlɪtʰɛɪstʼurɪ	pʼɔlitʰɛistʼuri
პოლიმორფული	pʼɔlɪmɔrpʰulɪ	pʼɔlimɔrpʰuli
პოლიპი	pʼɔlɪpʼɪ	pʼɔlipʼi
პოლისპასტი	pʼɔlɪspʼɑstʼɪ	pʼɔlispʼɑstʼi
პოლიტიკა	pʼɔlɪtʼɪkʼɑ	pʼɔlitʼikʼɑ
პოლიტიკოსი	pʼɔlɪtʼɪkʼɔsɪ	pʼɔlitʼikʼɔsi
პოლიტიკურად	pʼɔlɪtʼɪkʼurɑd	pʼɔlitʼikʼurɑd
პოლიფონია	pʼɔlɪpʰɔnɪɑ	pʼɔlipʰɔniɑ
პოლიფონიური	pʼɔlɪpʰɔnɪurɪ	pʼɔlipʰɔniuri
პოლიციელი	pʼɔlɪtsɪɛlɪ	pʼɔlitsiɛli
პოლკოვნიკი	pʼɔlkʼɔvnɪkʼɪ	pʼɔlkʼɔvnikʼi
პოლონეზი	pʼɔlɔnɛzɪ	pʼɔlɔnɛzi
პოლონური	pʼɔlɔnurɪ	pʼɔlɔnuri
პომიდორი	pʼɔmɪdɔrɪ	pʼɔmidɔri
პომპეზური	pʼɔmpʼɛzurɪ	pʼɔmpʼɛzuri
პომპონი	pʼɔmpʼɔnɪ	pʼɔmpʼɔni
პონი	pʼɔnɪ	pʼɔni
პონტი	pʼɔntʼɪ	pʼɔntʼi
პოპულარული	pʼɔpʼulɑrulɪ	pʼɔpʼulɑruli
პოპულისტი	pʼɔpʼulɪstʼɪ	pʼɔpʼulistʼi
პოპური	pʼɔpʼurɪ	pʼɔpʼuri
პორტალი	pʼɔrtʼɑlɪ	pʼɔrtʼɑli
პორტატული	pʼɔrtʼɑtʼulɪ	pʼɔrtʼɑtʼuli
პორტერი	pʼɔrtʼɛrɪ	pʼɔrtʼɛri
პორტი	pʼɔrtʼɪ	pʼɔrtʼi
პორტიერი	pʼɔrtʼɪɛrɪ	pʼɔrtʼiɛri
პორტპლედი	pʼɔrtʼpʼlɛdɪ	pʼɔrtʼpʼlɛdi
პორტრეტი	pʼɔrtʼrɛtʼɪ	pʼɔrtʼrɛtʼi
პორტსიგარი	pʼɔrtʼsɪɡɑrɪ	pʼɔrtʼsiɡɑri
პორტუგალიამ	pʼɔrtʼuɡɑlɪɑm	pʼɔrtʼuɡɑliɑm
პორტუგალიას	pʼɔrtʼuɡɑlɪɑs	pʼɔrtʼuɡɑliɑs
პორტუგალიის	pʼɔrtʼuɡɑlɪɪs	pʼɔrtʼuɡɑliis
პორტფელი	pʼɔrtʼpʰɛlɪ	pʼɔrtʼpʰɛli
პორფირი	pʼɔrpʰɪrɪ	pʼɔrpʰiri
პოსტი	pʼɔstʼɪ	pʼɔstʼi
პოსტულატი	pʼɔstʼulɑtʼɪ	pʼɔstʼulɑtʼi
პოტაში	pʼɔtʼɑʃɪ	pʼɔtʼɑʃi
პოტენცია	pʼɔtʼɛntsɪɑ	pʼɔtʼɛntsiɑ
პოტენციურად	pʼɔtʼɛntsɪurɑd	pʼɔtʼɛntsiurɑd
პოტენციურობა	pʼɔtʼɛntsɪurɔbɑ	pʼɔtʼɛntsiurɔbɑ
პრაგმატისტი	pʼrɑɡmɑtʼɪstʼɪ	pʼrɑɡmɑtʼistʼi
პრაგმატული	pʼrɑɡmɑtʼulɪ	pʼrɑɡmɑtʼuli
პრაქტიკა	pʼrɑkʰtʼɪkʼɑ	pʼrɑkʰtʼikʼɑ
პრაქტიკოსი	pʼrɑkʰtʼɪkʼɔsɪ	pʼrɑkʰtʼikʼɔsi
პრაქტიკულად	pʼrɑkʰtʼɪkʼulɑd	pʼrɑkʰtʼikʼulɑd
პრაღა	pʼrɑʁɑ	pʼrɑɣɑ
პრეზიდენტი	pʼrɛzɪdɛntʼɪ	pʼrɛzidɛntʼi
პრეზიდიუმი	pʼrɛzɪdɪumɪ	pʼrɛzidiumi
პრეისკურანტი	pʼrɛɪskʼurɑntʼɪ	pʼrɛiskʼurɑntʼi
პრეისტორია	pʼrɛɪstʼɔrɪɑ	pʼrɛistʼɔriɑ
პრეისტორიული	pʼrɛɪstʼɔrɪulɪ	pʼrɛistʼɔriuli
პრელატი	pʼrɛlɑtʼɪ	pʼrɛlɑtʼi
პრელუდია	pʼrɛludɪɑ	pʼrɛludiɑ
პრემია	pʼrɛmɪɑ	pʼrɛmiɑ
პრემიად	pʼrɛmɪɑd	pʼrɛmiɑd
პრემიამ	pʼrɛmɪɑm	pʼrɛmiɑm
პრემიას	pʼrɛmɪɑs	pʼrɛmiɑs
პრემიერა	pʼrɛmɪɛrɑ	pʼrɛmiɛrɑ
პრერია	pʼrɛrɪɑ	pʼrɛriɑ
პრეროგატივა	pʼrɛrɔɡɑtʼɪvɑ	pʼrɛrɔɡɑtʼivɑ
პრესვიტერი	pʼrɛsvɪtʼɛrɪ	pʼrɛsvitʼɛri
